['Date:20030102', 'Maturity:200301', 'Strike_price:3900', 'CallPut:call', 'close:625']
['Date:20030227', 'Maturity:200303', 'Strike_price:4500', 'CallPut:call', 'close:84']
['Date:20030227', 'Maturity:200303', 'Strike_price:4600', 'CallPut:call', 'close:52']
['Date:20030227', 'Maturity:200303', 'Strike_price:4700', 'CallPut:call', 'close:31']
['Date:20030227', 'Maturity:200303', 'Strike_price:4800', 'CallPut:call', 'close:17.5']
['Date:20030227', 'Maturity:200303', 'Strike_price:4900', 'CallPut:call', 'close:9']
['Date:20030227', 'Maturity:200303', 'Strike_price:5000', 'CallPut:call', 'close:4.2']
['Date:20030227', 'Maturity:200303', 'Strike_price:5100', 'CallPut:call', 'close:1.8']
['Date:20030303', 'Maturity:200303', 'Strike_price:3500', 'CallPut:call', 'close:1020']
['Date:20030303', 'Maturity:200303', 'Strike_price:3600', 'CallPut:call', 'close:925']
['Date:20030303', 'Maturity:200303', 'Strike_price:3700', 'CallPut:call', 'close:825']
['Date:20030303', 'Maturity:200303', 'Strike_price:3800', 'CallPut:call', 'close:725']
['Date:20030303', 'Maturity:200303', 'Strike_price:3900', 'CallPut:call', 'close:625']
['Date:20030303', 'Maturity:200303', 'Strike_price:4000', 'CallPut:call', 'close:530']
['Date:20030303', 'Maturity:200303', 'Strike_price:4100', 'CallPut:call', 'close:434']
['Date:20030303', 'Maturity:200303', 'Strike_price:4200', 'CallPut:call', 'close:342']
['Date:20030303', 'Maturity:200303', 'Strike_price:4300', 'CallPut:call', 'close:250']
['Date:20030303', 'Maturity:200303', 'Strike_price:4400', 'CallPut:call', 'close:182']
['Date:20030303', 'Maturity:200303', 'Strike_price:4500', 'CallPut:call', 'close:121']
['Date:20030303', 'Maturity:200303', 'Strike_price:4600', 'CallPut:call', 'close:79']
['Date:20030303', 'Maturity:200303', 'Strike_price:4700', 'CallPut:call', 'close:46']
['Date:20030303', 'Maturity:200303', 'Strike_price:4800', 'CallPut:call', 'close:26.5']
['Date:20030303', 'Maturity:200303', 'Strike_price:4900', 'CallPut:call', 'close:14']
['Date:20030303', 'Maturity:200303', 'Strike_price:5000', 'CallPut:call', 'close:6.9']
['Date:20030303', 'Maturity:200303', 'Strike_price:5100', 'CallPut:call', 'close:2.9']
['Date:20030303', 'Maturity:200303', 'Strike_price:5200', 'CallPut:call', 'close:1.2']
['Date:20030303', 'Maturity:200304', 'Strike_price:4200', 'CallPut:call', 'close:388']
['Date:20030303', 'Maturity:200304', 'Strike_price:4300', 'CallPut:call', 'close:310']
['Date:20030303', 'Maturity:200304', 'Strike_price:4400', 'CallPut:call', 'close:250']
['Date:20030303', 'Maturity:200304', 'Strike_price:4500', 'CallPut:call', 'close:194']
['Date:20030303', 'Maturity:200304', 'Strike_price:4600', 'CallPut:call', 'close:148']
['Date:20030303', 'Maturity:200304', 'Strike_price:4700', 'CallPut:call', 'close:110']
['Date:20030303', 'Maturity:200304', 'Strike_price:4800', 'CallPut:call', 'close:80']
['Date:20030303', 'Maturity:200304', 'Strike_price:4900', 'CallPut:call', 'close:56']
['Date:20030303', 'Maturity:200304', 'Strike_price:5000', 'CallPut:call', 'close:39']
['Date:20030303', 'Maturity:200304', 'Strike_price:5100', 'CallPut:call', 'close:26.5']
['Date:20030303', 'Maturity:200304', 'Strike_price:5200', 'CallPut:call', 'close:20']
['Date:20030303', 'Maturity:200304', 'Strike_price:5300', 'CallPut:call', 'close:11.5']
['Date:20030304', 'Maturity:200303', 'Strike_price:3500', 'CallPut:call', 'close:1000']
['Date:20030304', 'Maturity:200303', 'Strike_price:3600', 'CallPut:call', 'close:900']
['Date:20030304', 'Maturity:200303', 'Strike_price:3700', 'CallPut:call', 'close:800']
['Date:20030304', 'Maturity:200303', 'Strike_price:3800', 'CallPut:call', 'close:700']
['Date:20030304', 'Maturity:200303', 'Strike_price:3900', 'CallPut:call', 'close:600']
['Date:20030304', 'Maturity:200303', 'Strike_price:4000', 'CallPut:call', 'close:500']
['Date:20030304', 'Maturity:200303', 'Strike_price:4100', 'CallPut:call', 'close:406']
['Date:20030304', 'Maturity:200303', 'Strike_price:4200', 'CallPut:call', 'close:287']
['Date:20030304', 'Maturity:200303', 'Strike_price:4300', 'CallPut:call', 'close:202']
['Date:20030304', 'Maturity:200303', 'Strike_price:4400', 'CallPut:call', 'close:147']
['Date:20030304', 'Maturity:200303', 'Strike_price:4500', 'CallPut:call', 'close:96']
['Date:20030304', 'Maturity:200303', 'Strike_price:4600', 'CallPut:call', 'close:57']
['Date:20030304', 'Maturity:200303', 'Strike_price:4700', 'CallPut:call', 'close:33.5']
['Date:20030304', 'Maturity:200303', 'Strike_price:4800', 'CallPut:call', 'close:16.5']
['Date:20030304', 'Maturity:200303', 'Strike_price:4900', 'CallPut:call', 'close:7.3']
['Date:20030304', 'Maturity:200303', 'Strike_price:5000', 'CallPut:call', 'close:2.8']
['Date:20030304', 'Maturity:200304', 'Strike_price:4200', 'CallPut:call', 'close:355']
['Date:20030304', 'Maturity:200304', 'Strike_price:4300', 'CallPut:call', 'close:282']
['Date:20030304', 'Maturity:200304', 'Strike_price:4400', 'CallPut:call', 'close:219']
['Date:20030304', 'Maturity:200304', 'Strike_price:4500', 'CallPut:call', 'close:168']
['Date:20030304', 'Maturity:200304', 'Strike_price:4600', 'CallPut:call', 'close:121']
['Date:20030304', 'Maturity:200304', 'Strike_price:4700', 'CallPut:call', 'close:86']
['Date:20030304', 'Maturity:200304', 'Strike_price:4800', 'CallPut:call', 'close:59']
['Date:20030304', 'Maturity:200304', 'Strike_price:4900', 'CallPut:call', 'close:46']
['Date:20030304', 'Maturity:200304', 'Strike_price:5000', 'CallPut:call', 'close:26']
['Date:20030304', 'Maturity:200304', 'Strike_price:5100', 'CallPut:call', 'close:16.5']
['Date:20030304', 'Maturity:200304', 'Strike_price:5200', 'CallPut:call', 'close:10']
['Date:20030304', 'Maturity:200304', 'Strike_price:5300', 'CallPut:call', 'close:7']
['Date:20030305', 'Maturity:200303', 'Strike_price:3500', 'CallPut:call', 'close:920']
['Date:20030305', 'Maturity:200303', 'Strike_price:3600', 'CallPut:call', 'close:820']
['Date:20030305', 'Maturity:200303', 'Strike_price:3700', 'CallPut:call', 'close:720']
['Date:20030305', 'Maturity:200303', 'Strike_price:3800', 'CallPut:call', 'close:620']
['Date:20030305', 'Maturity:200303', 'Strike_price:3900', 'CallPut:call', 'close:520']
['Date:20030305', 'Maturity:200303', 'Strike_price:4000', 'CallPut:call', 'close:410']
['Date:20030305', 'Maturity:200303', 'Strike_price:4100', 'CallPut:call', 'close:305']
['Date:20030305', 'Maturity:200303', 'Strike_price:4200', 'CallPut:call', 'close:222']
['Date:20030305', 'Maturity:200303', 'Strike_price:4300', 'CallPut:call', 'close:160']
['Date:20030305', 'Maturity:200303', 'Strike_price:4400', 'CallPut:call', 'close:102']
['Date:20030305', 'Maturity:200303', 'Strike_price:4500', 'CallPut:call', 'close:60']
['Date:20030305', 'Maturity:200303', 'Strike_price:4600', 'CallPut:call', 'close:34']
['Date:20030305', 'Maturity:200303', 'Strike_price:4700', 'CallPut:call', 'close:19']
['Date:20030305', 'Maturity:200303', 'Strike_price:4800', 'CallPut:call', 'close:9.1']
['Date:20030305', 'Maturity:200303', 'Strike_price:4900', 'CallPut:call', 'close:4.3']
['Date:20030305', 'Maturity:200303', 'Strike_price:5000', 'CallPut:call', 'close:1.7']
['Date:20030305', 'Maturity:200304', 'Strike_price:4200', 'CallPut:call', 'close:303']
['Date:20030305', 'Maturity:200304', 'Strike_price:4300', 'CallPut:call', 'close:239']
['Date:20030305', 'Maturity:200304', 'Strike_price:4400', 'CallPut:call', 'close:184']
['Date:20030305', 'Maturity:200304', 'Strike_price:4500', 'CallPut:call', 'close:135']
['Date:20030305', 'Maturity:200304', 'Strike_price:4600', 'CallPut:call', 'close:100']
['Date:20030305', 'Maturity:200304', 'Strike_price:4700', 'CallPut:call', 'close:70']
['Date:20030305', 'Maturity:200304', 'Strike_price:4800', 'CallPut:call', 'close:55']
['Date:20030305', 'Maturity:200304', 'Strike_price:4900', 'CallPut:call', 'close:35']
['Date:20030305', 'Maturity:200304', 'Strike_price:5000', 'CallPut:call', 'close:25']
['Date:20030305', 'Maturity:200304', 'Strike_price:5100', 'CallPut:call', 'close:14.5']
['Date:20030305', 'Maturity:200304', 'Strike_price:5200', 'CallPut:call', 'close:9.3']
['Date:20030305', 'Maturity:200304', 'Strike_price:5300', 'CallPut:call', 'close:6.5']
['Date:20030306', 'Maturity:200303', 'Strike_price:3500', 'CallPut:call', 'close:895']
['Date:20030306', 'Maturity:200303', 'Strike_price:3600', 'CallPut:call', 'close:795']
['Date:20030306', 'Maturity:200303', 'Strike_price:3700', 'CallPut:call', 'close:695']
['Date:20030306', 'Maturity:200303', 'Strike_price:3800', 'CallPut:call', 'close:600']
['Date:20030306', 'Maturity:200303', 'Strike_price:3900', 'CallPut:call', 'close:500']
['Date:20030306', 'Maturity:200303', 'Strike_price:4000', 'CallPut:call', 'close:405']
['Date:20030306', 'Maturity:200303', 'Strike_price:4100', 'CallPut:call', 'close:290']
['Date:20030306', 'Maturity:200303', 'Strike_price:4200', 'CallPut:call', 'close:230']
['Date:20030306', 'Maturity:200303', 'Strike_price:4300', 'CallPut:call', 'close:156']
['Date:20030306', 'Maturity:200303', 'Strike_price:4400', 'CallPut:call', 'close:103']
['Date:20030306', 'Maturity:200303', 'Strike_price:4500', 'CallPut:call', 'close:62']
['Date:20030306', 'Maturity:200303', 'Strike_price:4600', 'CallPut:call', 'close:35']
['Date:20030306', 'Maturity:200303', 'Strike_price:4700', 'CallPut:call', 'close:17']
['Date:20030306', 'Maturity:200303', 'Strike_price:4800', 'CallPut:call', 'close:9.7']
['Date:20030306', 'Maturity:200303', 'Strike_price:4900', 'CallPut:call', 'close:4.2']
['Date:20030306', 'Maturity:200303', 'Strike_price:5000', 'CallPut:call', 'close:1.7']
['Date:20030306', 'Maturity:200304', 'Strike_price:4200', 'CallPut:call', 'close:297']
['Date:20030306', 'Maturity:200304', 'Strike_price:4300', 'CallPut:call', 'close:235']
['Date:20030306', 'Maturity:200304', 'Strike_price:4400', 'CallPut:call', 'close:170']
['Date:20030306', 'Maturity:200304', 'Strike_price:4500', 'CallPut:call', 'close:128']
['Date:20030306', 'Maturity:200304', 'Strike_price:4600', 'CallPut:call', 'close:91']
['Date:20030306', 'Maturity:200304', 'Strike_price:4700', 'CallPut:call', 'close:72']
['Date:20030306', 'Maturity:200304', 'Strike_price:4800', 'CallPut:call', 'close:53']
['Date:20030306', 'Maturity:200304', 'Strike_price:4900', 'CallPut:call', 'close:37']
['Date:20030306', 'Maturity:200304', 'Strike_price:5000', 'CallPut:call', 'close:25']
['Date:20030306', 'Maturity:200304', 'Strike_price:5100', 'CallPut:call', 'close:16.5']
['Date:20030306', 'Maturity:200304', 'Strike_price:5200', 'CallPut:call', 'close:11']
['Date:20030306', 'Maturity:200304', 'Strike_price:5300', 'CallPut:call', 'close:8']
['Date:20030307', 'Maturity:200303', 'Strike_price:3500', 'CallPut:call', 'close:850']
['Date:20030307', 'Maturity:200303', 'Strike_price:3600', 'CallPut:call', 'close:750']
['Date:20030307', 'Maturity:200303', 'Strike_price:3700', 'CallPut:call', 'close:650']
['Date:20030307', 'Maturity:200303', 'Strike_price:3800', 'CallPut:call', 'close:550']
['Date:20030307', 'Maturity:200303', 'Strike_price:3900', 'CallPut:call', 'close:455']
['Date:20030307', 'Maturity:200303', 'Strike_price:4000', 'CallPut:call', 'close:360']
['Date:20030307', 'Maturity:200303', 'Strike_price:4100', 'CallPut:call', 'close:276']
['Date:20030307', 'Maturity:200303', 'Strike_price:4200', 'CallPut:call', 'close:195']
['Date:20030307', 'Maturity:200303', 'Strike_price:4300', 'CallPut:call', 'close:129']
['Date:20030307', 'Maturity:200303', 'Strike_price:4400', 'CallPut:call', 'close:80']
['Date:20030307', 'Maturity:200303', 'Strike_price:4500', 'CallPut:call', 'close:46']
['Date:20030307', 'Maturity:200303', 'Strike_price:4600', 'CallPut:call', 'close:26']
['Date:20030307', 'Maturity:200303', 'Strike_price:4700', 'CallPut:call', 'close:12.5']
['Date:20030307', 'Maturity:200303', 'Strike_price:4800', 'CallPut:call', 'close:5.6']
['Date:20030307', 'Maturity:200303', 'Strike_price:4900', 'CallPut:call', 'close:2.1']
['Date:20030307', 'Maturity:200304', 'Strike_price:4100', 'CallPut:call', 'close:331']
['Date:20030307', 'Maturity:200304', 'Strike_price:4200', 'CallPut:call', 'close:265']
['Date:20030307', 'Maturity:200304', 'Strike_price:4300', 'CallPut:call', 'close:207']
['Date:20030307', 'Maturity:200304', 'Strike_price:4400', 'CallPut:call', 'close:155']
['Date:20030307', 'Maturity:200304', 'Strike_price:4500', 'CallPut:call', 'close:115']
['Date:20030307', 'Maturity:200304', 'Strike_price:4600', 'CallPut:call', 'close:85']
['Date:20030307', 'Maturity:200304', 'Strike_price:4700', 'CallPut:call', 'close:63']
['Date:20030307', 'Maturity:200304', 'Strike_price:4800', 'CallPut:call', 'close:47']
['Date:20030307', 'Maturity:200304', 'Strike_price:4900', 'CallPut:call', 'close:34.5']
['Date:20030307', 'Maturity:200304', 'Strike_price:5000', 'CallPut:call', 'close:23']
['Date:20030307', 'Maturity:200304', 'Strike_price:5100', 'CallPut:call', 'close:14.5']
['Date:20030307', 'Maturity:200304', 'Strike_price:5200', 'CallPut:call', 'close:8.5']
['Date:20030307', 'Maturity:200304', 'Strike_price:5300', 'CallPut:call', 'close:6']
['Date:20030310', 'Maturity:200303', 'Strike_price:3500', 'CallPut:call', 'close:820']
['Date:20030310', 'Maturity:200303', 'Strike_price:3600', 'CallPut:call', 'close:720']
['Date:20030310', 'Maturity:200303', 'Strike_price:3700', 'CallPut:call', 'close:620']
['Date:20030310', 'Maturity:200303', 'Strike_price:3800', 'CallPut:call', 'close:520']
['Date:20030310', 'Maturity:200303', 'Strike_price:3900', 'CallPut:call', 'close:422']
['Date:20030310', 'Maturity:200303', 'Strike_price:4000', 'CallPut:call', 'close:325']
['Date:20030310', 'Maturity:200303', 'Strike_price:4100', 'CallPut:call', 'close:253']
['Date:20030310', 'Maturity:200303', 'Strike_price:4200', 'CallPut:call', 'close:172']
['Date:20030310', 'Maturity:200303', 'Strike_price:4300', 'CallPut:call', 'close:104']
['Date:20030310', 'Maturity:200303', 'Strike_price:4400', 'CallPut:call', 'close:57']
['Date:20030310', 'Maturity:200303', 'Strike_price:4500', 'CallPut:call', 'close:27.5']
['Date:20030310', 'Maturity:200303', 'Strike_price:4600', 'CallPut:call', 'close:11.5']
['Date:20030310', 'Maturity:200303', 'Strike_price:4700', 'CallPut:call', 'close:4.1']
['Date:20030310', 'Maturity:200303', 'Strike_price:4800', 'CallPut:call', 'close:1.2']
['Date:20030310', 'Maturity:200304', 'Strike_price:4100', 'CallPut:call', 'close:330']
['Date:20030310', 'Maturity:200304', 'Strike_price:4200', 'CallPut:call', 'close:231']
['Date:20030310', 'Maturity:200304', 'Strike_price:4300', 'CallPut:call', 'close:195']
['Date:20030310', 'Maturity:200304', 'Strike_price:4400', 'CallPut:call', 'close:143']
['Date:20030310', 'Maturity:200304', 'Strike_price:4500', 'CallPut:call', 'close:106']
['Date:20030310', 'Maturity:200304', 'Strike_price:4600', 'CallPut:call', 'close:74']
['Date:20030310', 'Maturity:200304', 'Strike_price:4700', 'CallPut:call', 'close:51']
['Date:20030310', 'Maturity:200304', 'Strike_price:4800', 'CallPut:call', 'close:33.5']
['Date:20030310', 'Maturity:200304', 'Strike_price:4900', 'CallPut:call', 'close:21.5']
['Date:20030310', 'Maturity:200304', 'Strike_price:5000', 'CallPut:call', 'close:11.5']
['Date:20030310', 'Maturity:200304', 'Strike_price:5100', 'CallPut:call', 'close:7.3']
['Date:20030310', 'Maturity:200304', 'Strike_price:5200', 'CallPut:call', 'close:4.3']
['Date:20030310', 'Maturity:200304', 'Strike_price:5300', 'CallPut:call', 'close:2.8']
['Date:20030311', 'Maturity:200303', 'Strike_price:3500', 'CallPut:call', 'close:760']
['Date:20030311', 'Maturity:200303', 'Strike_price:3600', 'CallPut:call', 'close:660']
['Date:20030311', 'Maturity:200303', 'Strike_price:3700', 'CallPut:call', 'close:560']
['Date:20030311', 'Maturity:200303', 'Strike_price:3800', 'CallPut:call', 'close:462']
['Date:20030311', 'Maturity:200303', 'Strike_price:3900', 'CallPut:call', 'close:363']
['Date:20030311', 'Maturity:200303', 'Strike_price:4000', 'CallPut:call', 'close:269']
['Date:20030311', 'Maturity:200303', 'Strike_price:4100', 'CallPut:call', 'close:183']
['Date:20030311', 'Maturity:200303', 'Strike_price:4200', 'CallPut:call', 'close:111']
['Date:20030311', 'Maturity:200303', 'Strike_price:4300', 'CallPut:call', 'close:59']
['Date:20030311', 'Maturity:200303', 'Strike_price:4400', 'CallPut:call', 'close:29']
['Date:20030311', 'Maturity:200303', 'Strike_price:4500', 'CallPut:call', 'close:13']
['Date:20030311', 'Maturity:200303', 'Strike_price:4600', 'CallPut:call', 'close:4.7']
['Date:20030311', 'Maturity:200303', 'Strike_price:4700', 'CallPut:call', 'close:1.3']
['Date:20030311', 'Maturity:200304', 'Strike_price:4100', 'CallPut:call', 'close:253']
['Date:20030311', 'Maturity:200304', 'Strike_price:4200', 'CallPut:call', 'close:193']
['Date:20030311', 'Maturity:200304', 'Strike_price:4300', 'CallPut:call', 'close:140']
['Date:20030311', 'Maturity:200304', 'Strike_price:4400', 'CallPut:call', 'close:105']
['Date:20030311', 'Maturity:200304', 'Strike_price:4500', 'CallPut:call', 'close:80']
['Date:20030311', 'Maturity:200304', 'Strike_price:4600', 'CallPut:call', 'close:55']
['Date:20030311', 'Maturity:200304', 'Strike_price:4700', 'CallPut:call', 'close:32.5']
['Date:20030311', 'Maturity:200304', 'Strike_price:4800', 'CallPut:call', 'close:24']
['Date:20030311', 'Maturity:200304', 'Strike_price:4900', 'CallPut:call', 'close:14.5']
['Date:20030311', 'Maturity:200304', 'Strike_price:5000', 'CallPut:call', 'close:8']
['Date:20030311', 'Maturity:200304', 'Strike_price:5100', 'CallPut:call', 'close:4.7']
['Date:20030311', 'Maturity:200304', 'Strike_price:5200', 'CallPut:call', 'close:2.7']
['Date:20030311', 'Maturity:200304', 'Strike_price:5300', 'CallPut:call', 'close:1.7']
['Date:20030312', 'Maturity:200303', 'Strike_price:3500', 'CallPut:call', 'close:825']
['Date:20030312', 'Maturity:200303', 'Strike_price:3600', 'CallPut:call', 'close:725']
['Date:20030312', 'Maturity:200303', 'Strike_price:3700', 'CallPut:call', 'close:625']
['Date:20030312', 'Maturity:200303', 'Strike_price:3800', 'CallPut:call', 'close:525']
['Date:20030312', 'Maturity:200303', 'Strike_price:3900', 'CallPut:call', 'close:429']
['Date:20030312', 'Maturity:200303', 'Strike_price:4000', 'CallPut:call', 'close:308']
['Date:20030312', 'Maturity:200303', 'Strike_price:4100', 'CallPut:call', 'close:209']
['Date:20030312', 'Maturity:200303', 'Strike_price:4200', 'CallPut:call', 'close:145']
['Date:20030312', 'Maturity:200303', 'Strike_price:4300', 'CallPut:call', 'close:84']
['Date:20030312', 'Maturity:200303', 'Strike_price:4400', 'CallPut:call', 'close:42.5']
['Date:20030312', 'Maturity:200303', 'Strike_price:4500', 'CallPut:call', 'close:19']
['Date:20030312', 'Maturity:200303', 'Strike_price:4600', 'CallPut:call', 'close:6.7']
['Date:20030312', 'Maturity:200303', 'Strike_price:4700', 'CallPut:call', 'close:1.8']
['Date:20030312', 'Maturity:200304', 'Strike_price:4000', 'CallPut:call', 'close:356']
['Date:20030312', 'Maturity:200304', 'Strike_price:4100', 'CallPut:call', 'close:294']
['Date:20030312', 'Maturity:200304', 'Strike_price:4200', 'CallPut:call', 'close:228']
['Date:20030312', 'Maturity:200304', 'Strike_price:4300', 'CallPut:call', 'close:172']
['Date:20030312', 'Maturity:200304', 'Strike_price:4400', 'CallPut:call', 'close:124']
['Date:20030312', 'Maturity:200304', 'Strike_price:4500', 'CallPut:call', 'close:92']
['Date:20030312', 'Maturity:200304', 'Strike_price:4600', 'CallPut:call', 'close:65']
['Date:20030312', 'Maturity:200304', 'Strike_price:4700', 'CallPut:call', 'close:44']
['Date:20030312', 'Maturity:200304', 'Strike_price:4800', 'CallPut:call', 'close:28']
['Date:20030312', 'Maturity:200304', 'Strike_price:4900', 'CallPut:call', 'close:17']
['Date:20030312', 'Maturity:200304', 'Strike_price:5000', 'CallPut:call', 'close:9']
['Date:20030312', 'Maturity:200304', 'Strike_price:5100', 'CallPut:call', 'close:5.9']
['Date:20030312', 'Maturity:200304', 'Strike_price:5200', 'CallPut:call', 'close:2.9']
['Date:20030312', 'Maturity:200304', 'Strike_price:5300', 'CallPut:call', 'close:1.8']
['Date:20030313', 'Maturity:200303', 'Strike_price:3500', 'CallPut:call', 'close:880']
['Date:20030313', 'Maturity:200303', 'Strike_price:3600', 'CallPut:call', 'close:780']
['Date:20030313', 'Maturity:200303', 'Strike_price:3700', 'CallPut:call', 'close:680']
['Date:20030313', 'Maturity:200303', 'Strike_price:3800', 'CallPut:call', 'close:580']
['Date:20030313', 'Maturity:200303', 'Strike_price:3900', 'CallPut:call', 'close:480']
['Date:20030313', 'Maturity:200303', 'Strike_price:4000', 'CallPut:call', 'close:381']
['Date:20030313', 'Maturity:200303', 'Strike_price:4100', 'CallPut:call', 'close:284']
['Date:20030313', 'Maturity:200303', 'Strike_price:4200', 'CallPut:call', 'close:180']
['Date:20030313', 'Maturity:200303', 'Strike_price:4300', 'CallPut:call', 'close:109']
['Date:20030313', 'Maturity:200303', 'Strike_price:4400', 'CallPut:call', 'close:57']
['Date:20030313', 'Maturity:200303', 'Strike_price:4500', 'CallPut:call', 'close:25']
['Date:20030313', 'Maturity:200303', 'Strike_price:4600', 'CallPut:call', 'close:9.8']
['Date:20030313', 'Maturity:200303', 'Strike_price:4700', 'CallPut:call', 'close:3.5']
['Date:20030313', 'Maturity:200304', 'Strike_price:4000', 'CallPut:call', 'close:400']
['Date:20030313', 'Maturity:200304', 'Strike_price:4100', 'CallPut:call', 'close:338']
['Date:20030313', 'Maturity:200304', 'Strike_price:4200', 'CallPut:call', 'close:267']
['Date:20030313', 'Maturity:200304', 'Strike_price:4300', 'CallPut:call', 'close:200']
['Date:20030313', 'Maturity:200304', 'Strike_price:4400', 'CallPut:call', 'close:142']
['Date:20030313', 'Maturity:200304', 'Strike_price:4500', 'CallPut:call', 'close:107']
['Date:20030313', 'Maturity:200304', 'Strike_price:4600', 'CallPut:call', 'close:79']
['Date:20030313', 'Maturity:200304', 'Strike_price:4700', 'CallPut:call', 'close:55']
['Date:20030313', 'Maturity:200304', 'Strike_price:4800', 'CallPut:call', 'close:38']
['Date:20030313', 'Maturity:200304', 'Strike_price:4900', 'CallPut:call', 'close:25']
['Date:20030313', 'Maturity:200304', 'Strike_price:5000', 'CallPut:call', 'close:16.5']
['Date:20030313', 'Maturity:200304', 'Strike_price:5100', 'CallPut:call', 'close:10']
['Date:20030313', 'Maturity:200304', 'Strike_price:5200', 'CallPut:call', 'close:5.4']
['Date:20030313', 'Maturity:200304', 'Strike_price:5300', 'CallPut:call', 'close:3.1']
['Date:20030314', 'Maturity:200303', 'Strike_price:3500', 'CallPut:call', 'close:975']
['Date:20030314', 'Maturity:200303', 'Strike_price:3600', 'CallPut:call', 'close:875']
['Date:20030314', 'Maturity:200303', 'Strike_price:3700', 'CallPut:call', 'close:775']
['Date:20030314', 'Maturity:200303', 'Strike_price:3800', 'CallPut:call', 'close:675']
['Date:20030314', 'Maturity:200303', 'Strike_price:3900', 'CallPut:call', 'close:575']
['Date:20030314', 'Maturity:200303', 'Strike_price:4000', 'CallPut:call', 'close:477']
['Date:20030314', 'Maturity:200303', 'Strike_price:4100', 'CallPut:call', 'close:377']
['Date:20030314', 'Maturity:200303', 'Strike_price:4200', 'CallPut:call', 'close:285']
['Date:20030314', 'Maturity:200303', 'Strike_price:4300', 'CallPut:call', 'close:189']
['Date:20030314', 'Maturity:200303', 'Strike_price:4400', 'CallPut:call', 'close:110']
['Date:20030314', 'Maturity:200303', 'Strike_price:4500', 'CallPut:call', 'close:56']
['Date:20030314', 'Maturity:200303', 'Strike_price:4600', 'CallPut:call', 'close:24']
['Date:20030314', 'Maturity:200303', 'Strike_price:4700', 'CallPut:call', 'close:7.7']
['Date:20030314', 'Maturity:200303', 'Strike_price:4800', 'CallPut:call', 'close:2.3']
['Date:20030314', 'Maturity:200304', 'Strike_price:4000', 'CallPut:call', 'close:451']
['Date:20030314', 'Maturity:200304', 'Strike_price:4100', 'CallPut:call', 'close:414']
['Date:20030314', 'Maturity:200304', 'Strike_price:4200', 'CallPut:call', 'close:334']
['Date:20030314', 'Maturity:200304', 'Strike_price:4300', 'CallPut:call', 'close:252']
['Date:20030314', 'Maturity:200304', 'Strike_price:4400', 'CallPut:call', 'close:201']
['Date:20030314', 'Maturity:200304', 'Strike_price:4500', 'CallPut:call', 'close:153']
['Date:20030314', 'Maturity:200304', 'Strike_price:4600', 'CallPut:call', 'close:113']
['Date:20030314', 'Maturity:200304', 'Strike_price:4700', 'CallPut:call', 'close:82']
['Date:20030314', 'Maturity:200304', 'Strike_price:4800', 'CallPut:call', 'close:55']
['Date:20030314', 'Maturity:200304', 'Strike_price:4900', 'CallPut:call', 'close:39']
['Date:20030314', 'Maturity:200304', 'Strike_price:5000', 'CallPut:call', 'close:25']
['Date:20030314', 'Maturity:200304', 'Strike_price:5100', 'CallPut:call', 'close:15.5']
['Date:20030314', 'Maturity:200304', 'Strike_price:5200', 'CallPut:call', 'close:9.5']
['Date:20030314', 'Maturity:200304', 'Strike_price:5300', 'CallPut:call', 'close:4.9']
['Date:20030317', 'Maturity:200303', 'Strike_price:3500', 'CallPut:call', 'close:855']
['Date:20030317', 'Maturity:200303', 'Strike_price:3600', 'CallPut:call', 'close:755']
['Date:20030317', 'Maturity:200303', 'Strike_price:3700', 'CallPut:call', 'close:655']
['Date:20030317', 'Maturity:200303', 'Strike_price:3800', 'CallPut:call', 'close:555']
['Date:20030317', 'Maturity:200303', 'Strike_price:3900', 'CallPut:call', 'close:458']
['Date:20030317', 'Maturity:200303', 'Strike_price:4000', 'CallPut:call', 'close:358']
['Date:20030317', 'Maturity:200303', 'Strike_price:4100', 'CallPut:call', 'close:221']
['Date:20030317', 'Maturity:200303', 'Strike_price:4200', 'CallPut:call', 'close:139']
['Date:20030317', 'Maturity:200303', 'Strike_price:4300', 'CallPut:call', 'close:70']
['Date:20030317', 'Maturity:200303', 'Strike_price:4400', 'CallPut:call', 'close:27']
['Date:20030317', 'Maturity:200303', 'Strike_price:4500', 'CallPut:call', 'close:7']
['Date:20030317', 'Maturity:200303', 'Strike_price:4600', 'CallPut:call', 'close:1.2']
['Date:20030317', 'Maturity:200304', 'Strike_price:4000', 'CallPut:call', 'close:363']
['Date:20030317', 'Maturity:200304', 'Strike_price:4100', 'CallPut:call', 'close:316']
['Date:20030317', 'Maturity:200304', 'Strike_price:4200', 'CallPut:call', 'close:210']
['Date:20030317', 'Maturity:200304', 'Strike_price:4300', 'CallPut:call', 'close:159']
['Date:20030317', 'Maturity:200304', 'Strike_price:4400', 'CallPut:call', 'close:121']
['Date:20030317', 'Maturity:200304', 'Strike_price:4500', 'CallPut:call', 'close:86']
['Date:20030317', 'Maturity:200304', 'Strike_price:4600', 'CallPut:call', 'close:60']
['Date:20030317', 'Maturity:200304', 'Strike_price:4700', 'CallPut:call', 'close:38']
['Date:20030317', 'Maturity:200304', 'Strike_price:4800', 'CallPut:call', 'close:27']
['Date:20030317', 'Maturity:200304', 'Strike_price:4900', 'CallPut:call', 'close:17']
['Date:20030317', 'Maturity:200304', 'Strike_price:5000', 'CallPut:call', 'close:12']
